LEA.TYPE,COUNTY,REGION,TOTAL.HOMELESS,YEAR
SCHOOL DISTRICT,ALBANY,Capital,466,2009
CHARTER SCHOOL,ALBANY,Capital,56,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
CHARTER SCHOOL,ALBANY,Capital,9,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
CHARTER SCHOOL,ALBANY,Capital,0,2009
SCHOOL DISTRICT,ALBANY,Capital,0,2009
SCHOOL DISTRICT,ALBANY,Capital,12,2009
SCHOOL DISTRICT,ALBANY,Capital,14,2009
SCHOOL DISTRICT,ALBANY,Capital,94,2009
SCHOOL DISTRICT,ALBANY,Capital,43,2009
SCHOOL DISTRICT,ALBANY,Capital,6,2009
SCHOOL DISTRICT,ALBANY,Capital,20,2009
SCHOOL DISTRICT,ALBANY,Capital,13,2009
SCHOOL DISTRICT,ALBANY,Capital,7,2009
SCHOOL DISTRICT,ALBANY,Capital,0,2009
SCHOOL DISTRICT,ALBANY,Capital,35,2009
SCHOOL DISTRICT,ALLEGANY,Western,0,2009
SCHOOL DISTRICT,ALLEGANY,Western,5,2009
SCHOOL DISTRICT,ALLEGANY,Western,5,2009
SCHOOL DISTRICT,ALLEGANY,Western,8,2009
SCHOOL DISTRICT,ALLEGANY,Western,6,2009
SCHOOL DISTRICT,ALLEGANY,Western,6,2009
SCHOOL DISTRICT,ALLEGANY,Western,7,2009
SCHOOL DISTRICT,ALLEGANY,Western,0,2009
SCHOOL DISTRICT,ALLEGANY,Western,32,2009
SCHOOL DISTRICT,ALLEGANY,Western,0,2009
SCHOOL DISTRICT,BROOME,Southern Tier,13,2009
SCHOOL DISTRICT,BROOME,Southern Tier,68,2009
SCHOOL DISTRICT,BROOME,Southern Tier,6,2009
SCHOOL DISTRICT,BROOME,Southern Tier,12,2009
SCHOOL DISTRICT,BROOME,Southern Tier,12,2009
SCHOOL DISTRICT,BROOME,Southern Tier,16,2009
SCHOOL DISTRICT,BROOME,Southern Tier,6,2009
SCHOOL DISTRICT,BROOME,Southern Tier,17,2009
SCHOOL DISTRICT,BROOME,Southern Tier,128,2009
SCHOOL DISTRICT,BROOME,Southern Tier,32,2009
SCHOOL DISTRICT,BROOME,Southern Tier,15,2009
SCHOOL DISTRICT,BROOME,Southern Tier,0,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,5,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,14,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,5,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,0,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,15,2009
SCHOOL DISTRICT,CATTARAUGUS,Western,22,2009
SCHOOL DISTRICT,CAYUGA,Central,85,2009
SCHOOL DISTRICT,CAYUGA,Central,10,2009
SCHOOL DISTRICT,CAYUGA,Central,12,2009
SCHOOL DISTRICT,CAYUGA,Central,10,2009
SCHOOL DISTRICT,CAYUGA,Central,19,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,5,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,13,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,75,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,27,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,76,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,0,2009
SCHOOL DISTRICT,CHAUTAUQUA,Western,19,2009
SCHOOL DISTRICT,CHEMUNG,Southern Tier,19,2009
SCHOOL DISTRICT,CHENANGO,Southern Tier,18,2009
SCHOOL DISTRICT,CHENANGO,Southern Tier,8,2009
SCHOOL DISTRICT,CHENANGO,Southern Tier,15,2009
SCHOOL DISTRICT,CHENANGO,Southern Tier,20,2009
SCHOOL DISTRICT,CHENANGO,Southern Tier,6,2009
SCHOOL DISTRICT,CHENANGO,Southern Tier,0,2009
SCHOOL DISTRICT,CLINTON,North Country,7,2009
SCHOOL DISTRICT,CLINTON,North Country,0,2009
SCHOOL DISTRICT,CLINTON,North Country,20,2009
SCHOOL DISTRICT,CLINTON,North Country,0,2009
SCHOOL DISTRICT,CLINTON,North Country,22,2009
SCHOOL DISTRICT,CLINTON,North Country,0,2009
SCHOOL DISTRICT,COLUMBIA,Capital,25,2009
SCHOOL DISTRICT,COLUMBIA,Capital,6,2009
SCHOOL DISTRICT,COLUMBIA,Capital,6,2009
SCHOOL DISTRICT,COLUMBIA,Capital,116,2009
SCHOOL DISTRICT,COLUMBIA,Capital,16,2009
SCHOOL DISTRICT,CORTLAND,Central,15,2009
SCHOOL DISTRICT,CORTLAND,Central,24,2009
SCHOOL DISTRICT,CORTLAND,Central,10,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,6,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,49,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,5,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2009
SCHOOL DISTRICT,DELAWARE,Southern Tier,0,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,61,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,42,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,9,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,0,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,17,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,84,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,86,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,0,2009
SCHOOL DISTRICT,DUTCHESS,Hudson Valley,75,2009
SCHOOL DISTRICT,ERIE,Western,6,2009
SCHOOL DISTRICT,ERIE,Western,5,2009
SCHOOL DISTRICT,ERIE,Western,11,2009
SCHOOL DISTRICT,ERIE,Western,8,2009
SCHOOL DISTRICT,ERIE,Western,697,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,27,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
SCHOOL DISTRICT,ERIE,Western,11,2009
SCHOOL DISTRICT,ERIE,Western,7,2009
SCHOOL DISTRICT,ERIE,Western,5,2009
SCHOOL DISTRICT,ERIE,Western,7,2009
SCHOOL DISTRICT,ERIE,Western,6,2009
SCHOOL DISTRICT,ERIE,Western,15,2009
SCHOOL DISTRICT,ERIE,Western,9,2009
SCHOOL DISTRICT,ERIE,Western,27,2009
SCHOOL DISTRICT,ERIE,Western,0,2009
SCHOOL DISTRICT,ERIE,Western,8,2009
SCHOOL DISTRICT,ERIE,Western,0,2009
SCHOOL DISTRICT,ERIE,Western,15,2009
SCHOOL DISTRICT,ERIE,Western,5,2009
SCHOOL DISTRICT,ERIE,Western,0,2009
CHARTER SCHOOL,ERIE,Western,0,2009
SCHOOL DISTRICT,ERIE,Western,7,2009
SCHOOL DISTRICT,ERIE,Western,28,2009
SCHOOL DISTRICT,ERIE,Western,7,2009
SCHOOL DISTRICT,ERIE,Western,222,2009
CHARTER SCHOOL,ERIE,Western,0,2009
SCHOOL DISTRICT,ERIE,Western,24,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,ESSEX,North Country,0,2009
SCHOOL DISTRICT,FRANKLIN,North Country,0,2009
SCHOOL DISTRICT,FRANKLIN,North Country,7,2009
SCHOOL DISTRICT,FRANKLIN,North Country,8,2009
SCHOOL DISTRICT,FRANKLIN,North Country,15,2009
SCHOOL DISTRICT,FRANKLIN,North Country,14,2009
SCHOOL DISTRICT,FULTON,Mohawk,40,2009
SCHOOL DISTRICT,FULTON,Mohawk,10,2009
SCHOOL DISTRICT,FULTON,Mohawk,25,2009
SCHOOL DISTRICT,FULTON,Mohawk,0,2009
SCHOOL DISTRICT,FULTON,Mohawk,16,2009
SCHOOL DISTRICT,GENESEE,Finger Lakes,0,2009
SCHOOL DISTRICT,GENESEE,Finger Lakes,18,2009
SCHOOL DISTRICT,GENESEE,Finger Lakes,9,2009
SCHOOL DISTRICT,GENESEE,Finger Lakes,8,2009
SCHOOL DISTRICT,GENESEE,Finger Lakes,11,2009
SCHOOL DISTRICT,GENESEE,Finger Lakes,0,2009
SCHOOL DISTRICT,GREENE,Capital,17,2009
SCHOOL DISTRICT,GREENE,Capital,125,2009
SCHOOL DISTRICT,GREENE,Capital,12,2009
SCHOOL DISTRICT,GREENE,Capital,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HAMILTON,North Country,0,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,48,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,6,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,13,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,21,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2009
SCHOOL DISTRICT,HERKIMER,Mohawk,0,2009
SCHOOL DISTRICT,JEFFERSON,North Country,0,2009
SCHOOL DISTRICT,JEFFERSON,North Country,7,2009
SCHOOL DISTRICT,JEFFERSON,North Country,30,2009
SCHOOL DISTRICT,JEFFERSON,North Country,5,2009
SCHOOL DISTRICT,JEFFERSON,North Country,0,2009
SCHOOL DISTRICT,JEFFERSON,North Country,0,2009
SCHOOL DISTRICT,JEFFERSON,North Country,19,2009
SCHOOL DISTRICT,JEFFERSON,North Country,13,2009
SCHOOL DISTRICT,JEFFERSON,North Country,45,2009
SCHOOL DISTRICT,LEWIS,North Country,12,2009
SCHOOL DISTRICT,LEWIS,North Country,0,2009
SCHOOL DISTRICT,LEWIS,North Country,10,2009
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,13,2009
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,33,2009
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,5,2009
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,19,2009
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,21,2009
SCHOOL DISTRICT,LIVINGSTON,Finger Lakes,0,2009
SCHOOL DISTRICT,MADISON,Central,0,2009
SCHOOL DISTRICT,MADISON,Central,5,2009
SCHOOL DISTRICT,MADISON,Central,5,2009
SCHOOL DISTRICT,MADISON,Central,16,2009
SCHOOL DISTRICT,MADISON,Central,0,2009
SCHOOL DISTRICT,MADISON,Central,32,2009
SCHOOL DISTRICT,MADISON,Central,7,2009
SCHOOL DISTRICT,MADISON,Central,10,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,10,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,42,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,196,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,43,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,21,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,17,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,21,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,38,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,17,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,6,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,781,2009
CHARTER SCHOOL,MONROE,Finger Lakes,0,2009
CHARTER SCHOOL,MONROE,Finger Lakes,0,2009
CHARTER SCHOOL,MONROE,Finger Lakes,0,2009
CHARTER SCHOOL,MONROE,Finger Lakes,0,2009
CHARTER SCHOOL,MONROE,Finger Lakes,0,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,27,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,58,2009
SCHOOL DISTRICT,MONROE,Finger Lakes,31,2009
SCHOOL DISTRICT,MONTGOMERY,Mohawk,38,2009
SCHOOL DISTRICT,MONTGOMERY,Mohawk,10,2009
SCHOOL DISTRICT,MONTGOMERY,Mohawk,33,2009
SCHOOL DISTRICT,NASSAU,Long Island,14,2009
SCHOOL DISTRICT,NASSAU,Long Island,173,2009
CHARTER SCHOOL,NASSAU,Long Island,0,2009
CHARTER SCHOOL,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,169,2009
SCHOOL DISTRICT,NASSAU,Long Island,16,2009
SCHOOL DISTRICT,NASSAU,Long Island,20,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,69,2009
CHARTER SCHOOL,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,78,2009
SCHOOL DISTRICT,NASSAU,Long Island,108,2009
SCHOOL DISTRICT,NASSAU,Long Island,18,2009
SCHOOL DISTRICT,NASSAU,Long Island,30,2009
SCHOOL DISTRICT,NASSAU,Long Island,6,2009
SCHOOL DISTRICT,NASSAU,Long Island,12,2009
SCHOOL DISTRICT,NASSAU,Long Island,30,2009
SCHOOL DISTRICT,NASSAU,Long Island,53,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,5,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,5,2009
SCHOOL DISTRICT,NASSAU,Long Island,10,2009
SCHOOL DISTRICT,NASSAU,Long Island,14,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,5,2009
SCHOOL DISTRICT,NASSAU,Long Island,7,2009
SCHOOL DISTRICT,NASSAU,Long Island,87,2009
SCHOOL DISTRICT,NASSAU,Long Island,17,2009
SCHOOL DISTRICT,NASSAU,Long Island,28,2009
SCHOOL DISTRICT,NASSAU,Long Island,109,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,13,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,5,2009
SCHOOL DISTRICT,NASSAU,Long Island,12,2009
SCHOOL DISTRICT,NASSAU,Long Island,9,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,7,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,0,2009
SCHOOL DISTRICT,NASSAU,Long Island,11,2009
SCHOOL DISTRICT,NASSAU,Long Island,9,2009
SCHOOL DISTRICT,NASSAU,Long Island,114,2009
SCHOOL DISTRICT,NASSAU,Long Island,17,2009
SCHOOL DISTRICT,NIAGARA,Western,46,2009
SCHOOL DISTRICT,NIAGARA,Western,57,2009
SCHOOL DISTRICT,NIAGARA,Western,8,2009
SCHOOL DISTRICT,NIAGARA,Western,39,2009
SCHOOL DISTRICT,NIAGARA,Western,75,2009
SCHOOL DISTRICT,NIAGARA,Western,36,2009
SCHOOL DISTRICT,NIAGARA,Western,11,2009
SCHOOL DISTRICT,NIAGARA,Western,7,2009
SCHOOL DISTRICT,NIAGARA,Western,5,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,22,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,15,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,0,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,16,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,0,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,8,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,91,2009
SCHOOL DISTRICT,ONEIDA,Mohawk,0,2009
SCHOOL DISTRICT,ONONDAGA,Central,19,2009
SCHOOL DISTRICT,ONONDAGA,Central,82,2009
SCHOOL DISTRICT,ONONDAGA,Central,31,2009
SCHOOL DISTRICT,ONONDAGA,Central,7,2009
SCHOOL DISTRICT,ONONDAGA,Central,8,2009
SCHOOL DISTRICT,ONONDAGA,Central,20,2009
SCHOOL DISTRICT,ONONDAGA,Central,9,2009
SCHOOL DISTRICT,ONONDAGA,Central,34,2009
SCHOOL DISTRICT,ONONDAGA,Central,7,2009
SCHOOL DISTRICT,ONONDAGA,Central,6,2009
SCHOOL DISTRICT,ONONDAGA,Central,124,2009
SCHOOL DISTRICT,ONONDAGA,Central,0,2009
SCHOOL DISTRICT,ONONDAGA,Central,684,2009
CHARTER SCHOOL,ONONDAGA,Central,0,2009
CHARTER SCHOOL,ONONDAGA,Central,0,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,83,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,14,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,142,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,8,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,17,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,5,2009
SCHOOL DISTRICT,ONTARIO,Finger Lakes,8,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,68,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,9,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,14,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,37,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,30,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,21,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,139,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,76,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,79,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,0,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,164,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,459,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,335,2009
SCHOOL DISTRICT,ORANGE,Hudson Valley,6,2009
SCHOOL DISTRICT,ORLEANS,Finger Lakes,36,2009
SCHOOL DISTRICT,ORLEANS,Finger Lakes,10,2009
SCHOOL DISTRICT,ORLEANS,Finger Lakes,29,2009
SCHOOL DISTRICT,OSWEGO,Central,21,2009
SCHOOL DISTRICT,OSWEGO,Central,182,2009
SCHOOL DISTRICT,OSWEGO,Central,85,2009
SCHOOL DISTRICT,OSWEGO,Central,87,2009
SCHOOL DISTRICT,OSWEGO,Central,95,2009
SCHOOL DISTRICT,OSWEGO,Central,40,2009
SCHOOL DISTRICT,OSWEGO,Central,13,2009
SCHOOL DISTRICT,OSWEGO,Central,5,2009
SCHOOL DISTRICT,OSWEGO,Central,93,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,0,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,12,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,7,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,0,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,13,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,24,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,0,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,5,2009
SCHOOL DISTRICT,OTSEGO,Mohawk,0,2009
SCHOOL DISTRICT,PUTNAM,Hudson Valley,97,2009
SCHOOL DISTRICT,PUTNAM,Hudson Valley,0,2009
SCHOOL DISTRICT,PUTNAM,Hudson Valley,0,2009
SCHOOL DISTRICT,PUTNAM,Hudson Valley,54,2009
SCHOOL DISTRICT,RENSSELAER,Capital,0,2009
SCHOOL DISTRICT,RENSSELAER,Capital,13,2009
SCHOOL DISTRICT,RENSSELAER,Capital,81,2009
SCHOOL DISTRICT,RENSSELAER,Capital,8,2009
SCHOOL DISTRICT,RENSSELAER,Capital,100,2009
SCHOOL DISTRICT,RENSSELAER,Capital,0,2009
SCHOOL DISTRICT,RENSSELAER,Capital,0,2009
SCHOOL DISTRICT,RENSSELAER,Capital,38,2009
SCHOOL DISTRICT,RENSSELAER,Capital,19,2009
SCHOOL DISTRICT,RENSSELAER,Capital,47,2009
SCHOOL DISTRICT,RENSSELAER,Capital,13,2009
SCHOOL DISTRICT,RENSSELAER,Capital,183,2009
CHARTER SCHOOL,RENSSELAER,Capital,6,2009
CHARTER SCHOOL,RENSSELAER,Capital,0,2009
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,26,2009
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,35,2009
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,21,2009
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,26,2009
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,0,2009
SCHOOL DISTRICT,ROCKLAND,Hudson Valley,232,2009
SCHOOL DISTRICT,SARATOGA,Capital,46,2009
SCHOOL DISTRICT,SARATOGA,Capital,52,2009
SCHOOL DISTRICT,SARATOGA,Capital,0,2009
SCHOOL DISTRICT,SARATOGA,Capital,23,2009
SCHOOL DISTRICT,SARATOGA,Capital,266,2009
SCHOOL DISTRICT,SARATOGA,Capital,11,2009
SCHOOL DISTRICT,SARATOGA,Capital,0,2009
SCHOOL DISTRICT,SARATOGA,Capital,153,2009
SCHOOL DISTRICT,SARATOGA,Capital,13,2009
SCHOOL DISTRICT,SARATOGA,Capital,13,2009
SCHOOL DISTRICT,SCHENECTADY,Capital,6,2009
SCHOOL DISTRICT,SCHENECTADY,Capital,7,2009
SCHOOL DISTRICT,SCHENECTADY,Capital,63,2009
SCHOOL DISTRICT,SCHENECTADY,Capital,43,2009
SCHOOL DISTRICT,SCHOHARIE,Mohawk,0,2009
SCHOOL DISTRICT,SCHOHARIE,Mohawk,37,2009
SCHOOL DISTRICT,SCHUYLER,Southern Tier,6,2009
SCHOOL DISTRICT,SCHUYLER,Southern Tier,25,2009
SCHOOL DISTRICT,SENECA,Finger Lakes,10,2009
SCHOOL DISTRICT,SENECA,Finger Lakes,0,2009
SCHOOL DISTRICT,SENECA,Finger Lakes,0,2009
SCHOOL DISTRICT,SENECA,Finger Lakes,60,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,14,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,10,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,9,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,0,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,24,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,68,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,0,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,0,2009
SCHOOL DISTRICT,STEUBEN,Southern Tier,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,45,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,74,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,82,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,46,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,117,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,15,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,13,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,124,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,7,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,6,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,25,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,81,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,279,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,193,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,459,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,23,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,269,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,19,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
CHARTER SCHOOL,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,5,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,71,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,7,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,8,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,18,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,67,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,97,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,12,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,32,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,22,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,17,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,11,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,90,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,7,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,525,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,127,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,126,2009
CHARTER SCHOOL,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,0,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,16,2009
SCHOOL DISTRICT,SUFFOLK,Long Island,11,2009
